Periodo;Grupo;Producto;Super;Precio
Jul-25;alimentos y bebidas;harina de maiz Puritas (paquete 450 grs.);Red Expres;42
Jul-25;alimentos y bebidas;harina de maiz Puritas (paquete 450 grs.);Red Market;38,9
Jul-25;alimentos y bebidas;harina de maiz Puritas (paquete 450 grs.);Ta - Ta;41
Jul-25;alimentos y bebidas;harina de maiz Puritas (paquete 450 grs.);Tienda Inglesa;47
Jul-25;alimentos y bebidas;harina de trigo 000 Canuelas (paquete 1 kg.);Devoto;57
Jul-25;alimentos y bebidas;harina de trigo 000 Canuelas (paquete 1 kg.);Disco;55
Jul-25;alimentos y bebidas;harina de trigo 000 Canuelas (paquete 1 kg.);El Dorado;41
Jul-25;alimentos y bebidas;harina de trigo 000 Canuelas (paquete 1 kg.);Farmashop;53
Jul-25;alimentos y bebidas;harina de trigo 000 Canuelas (paquete 1 kg.);Kinko;59
Jul-25;alimentos y bebidas;harina de trigo 000 Canuelas (paquete 1 kg.);Red Expres;45
Jul-25;alimentos y bebidas;harina de trigo 000 Canuelas (paquete 1 kg.);Red Market;48,5
Jul-25;alimentos y bebidas;harina de trigo 000 Canuelas (paquete 1 kg.);Ta - Ta;55
Jul-25;alimentos y bebidas;harina de trigo 000 Canuelas (paquete 1 kg.);Tienda Inglesa;57
Jul-25;alimentos y bebidas;harina de trigo 000 Cololo (paquete 1 kg.);El Dorado;44,9
Jul-25;alimentos y bebidas;harina de trigo 000 Cololo (paquete 1 kg.);Red Expres;44
Jul-25;alimentos y bebidas;harina de trigo 0000 Canuelas (paquete 1 kg.);Devoto;63
Jul-25;alimentos y bebidas;harina de trigo 0000 Canuelas (paquete 1 kg.);Disco;49
Jul-25;alimentos y bebidas;harina de trigo 0000 Canuelas (paquete 1 kg.);El Clon;58
Jul-25;alimentos y bebidas;harina de trigo 0000 Canuelas (paquete 1 kg.);El Dorado;63
Jul-25;alimentos y bebidas;harina de trigo 0000 Canuelas (paquete 1 kg.);Farmashop;64
Jul-25;alimentos y bebidas;harina de trigo 0000 Canuelas (paquete 1 kg.);Kinko;65
Jul-25;alimentos y bebidas;harina de trigo 0000 Canuelas (paquete 1 kg.);Macro;54,2
Jul-25;alimentos y bebidas;harina de trigo 0000 Canuelas (paquete 1 kg.);Micro Macro;58,6
Jul-25;alimentos y bebidas;harina de trigo 0000 Canuelas (paquete 1 kg.);Red Expres;49
Jul-25;alimentos y bebidas;harina de trigo 0000 Canuelas (paquete 1 kg.);Red Market;58
Jul-25;alimentos y bebidas;harina de trigo 0000 Canuelas (paquete 1 kg.);Ta - Ta;65
Jul-25;alimentos y bebidas;harina de trigo 0000 Canuelas (paquete 1 kg.);Tienda Inglesa;70
Jul-25;alimentos y bebidas;harina de trigo 0000 Cololo (paquete 1 kg.);Devoto;55
Jul-25;alimentos y bebidas;harina de trigo 0000 Cololo (paquete 1 kg.);Disco;55
Jul-25;alimentos y bebidas;harina de trigo 0000 Cololo (paquete 1 kg.);El Dorado;67
Jul-25;alimentos y bebidas;harina de trigo 0000 Cololo (paquete 1 kg.);Macro;52,4
Jul-25;alimentos y bebidas;harina de trigo 0000 Cololo (paquete 1 kg.);Micro Macro;56,6
Jul-25;alimentos y bebidas;harina de trigo 0000 Cololo (paquete 1 kg.);Red Expres;45
Jul-25;alimentos y bebidas;harina de trigo 0000 Cololo (paquete 1 kg.);Ta - Ta;68
Jul-25;alimentos y bebidas;harina de trigo 0000 Devoto (paquete 1 kg.);Devoto;59
Jul-25;alimentos y bebidas;harina de trigo 0000 Devoto (paquete 1 kg.);Disco;59
Jul-25;alimentos y bebidas;harina de trigo 0000 El dorado (paquete 1 kg.);El Dorado;49,9
Jul-25;alimentos y bebidas;harina de trigo 0000 Primor (paquete 1 kg.);Disco;53
Jul-25;alimentos y bebidas;harina de trigo 0000 Primor (paquete 1 kg.);El Dorado;57
Jul-25;alimentos y bebidas;harina de trigo 0000 Primor (paquete 1 kg.);Macro;54,8
Jul-25;alimentos y bebidas;harina de trigo 0000 Primor (paquete 1 kg.);Red Expres;56
Jul-25;alimentos y bebidas;harina de trigo 0000 Primor (paquete 1 kg.);Red Market;49,5
Jul-25;alimentos y bebidas;harina de trigo 0000 Primor (paquete 1 kg.);Tienda Inglesa;62
Jul-25;alimentos y bebidas;harina de trigo 0000 Tata (paquete 1 kg.);Ta - Ta;59
Jul-25;alimentos y bebidas;harina de trigo 0000 Tienda inglesa (paquete 1 kg.);Red Expres;59
Jul-25;alimentos y bebidas;harina de trigo 0000 Tienda inglesa (paquete 1 kg.);Tienda Inglesa;59
Jul-25;alimentos y bebidas;helado comun Conaprole (envase 1lt.);Devoto;299
Jul-25;alimentos y bebidas;helado comun Conaprole (envase 1lt.);Disco;285
Jul-25;alimentos y bebidas;helado comun Conaprole (envase 1lt.);El Dorado;289,9
Jul-25;alimentos y bebidas;helado comun Conaprole (envase 1lt.);Frog;292
Jul-25;alimentos y bebidas;helado comun Conaprole (envase 1lt.);Kinko;295
Jul-25;alimentos y bebidas;helado comun Conaprole (envase 1lt.);Macro;285,9
Jul-25;alimentos y bebidas;helado comun Conaprole (envase 1lt.);Micro Macro;308,8
Jul-25;alimentos y bebidas;helado comun Conaprole (envase 1lt.);Red Expres;290
Jul-25;alimentos y bebidas;helado comun Conaprole (envase 1lt.);Red Market;285,2
Jul-25;alimentos y bebidas;helado comun Conaprole (envase 1lt.);Ta - Ta;286
Jul-25;alimentos y bebidas;helado comun Conaprole (envase 1lt.);Tienda Inglesa;292
Jul-25;alimentos y bebidas;helado comun Crufi (envase 1lt.);Disco;310
Jul-25;alimentos y bebidas;helado comun Crufi (envase 1lt.);El Clon;279
Jul-25;alimentos y bebidas;helado comun Crufi (envase 1lt.);Frog;280
Jul-25;alimentos y bebidas;helado comun Crufi (envase 1lt.);Macro;282,9
Jul-25;alimentos y bebidas;helado comun Crufi (envase 1lt.);Micro Macro;305,5
Jul-25;alimentos y bebidas;helado comun Crufi (envase 1lt.);Red Expres;295
Jul-25;alimentos y bebidas;helado comun Crufi (envase 1lt.);Red Market;277,5
Jul-25;alimentos y bebidas;helado comun Crufi (envase 1lt.);Ta - Ta;309
Jul-25;alimentos y bebidas;helado comun Crufi (envase 1lt.);Tienda Inglesa;319
Jul-25;alimentos y bebidas;huevos colorados El jefe (envase 1/2 docena);Devoto;116
Jul-25;alimentos y bebidas;huevos colorados El jefe (envase 1/2 docena);Disco;113
Jul-25;alimentos y bebidas;huevos colorados El jefe (envase 1/2 docena);Macro;121,3
Jul-25;alimentos y bebidas;huevos colorados El jefe (envase 1/2 docena);Micro Macro;131
Jul-25;alimentos y bebidas;huevos colorados Prodhin (envase 1/2 docena);Devoto;99
Jul-25;alimentos y bebidas;huevos colorados Prodhin (envase 1/2 docena);Disco;99
Jul-25;alimentos y bebidas;huevos colorados Prodhin (envase 1/2 docena);El Dorado;119,9
Jul-25;alimentos y bebidas;huevos colorados Prodhin (envase 1/2 docena);Red Expres;117
Jul-25;alimentos y bebidas;huevos colorados Super huevo (envase 1/2 docena);El Dorado;124
Jul-25;alimentos y bebidas;huevos colorados Super huevo (envase 1/2 docena);Frog;115
Jul-25;alimentos y bebidas;huevos colorados Super huevo (envase 1/2 docena);Macro;121,3
Jul-25;alimentos y bebidas;huevos colorados Super huevo (envase 1/2 docena);Micro Macro;131
Jul-25;alimentos y bebidas;huevos colorados Super huevo (envase 1/2 docena);Red Expres;118
Jul-25;alimentos y bebidas;huevos colorados Super huevo (envase 1/2 docena);Red Market;102
Jul-25;alimentos y bebidas;huevos colorados Super huevo (envase 1/2 docena);Ta - Ta;122
Jul-25;alimentos y bebidas;huevos colorados Super huevo (envase 1/2 docena);Tienda Inglesa;128
Jul-25;alimentos y bebidas;jamon cocido Cattivelli (1 kg.);Macro;718
Jul-25;alimentos y bebidas;jamon cocido Cattivelli (1 kg.);Tienda Inglesa;760
Jul-25;alimentos y bebidas;jamon cocido Ottonello (1 kg.);Devoto;580
Jul-25;alimentos y bebidas;jamon cocido Ottonello (1 kg.);Disco;580
Jul-25;alimentos y bebidas;jamon cocido Ottonello (1 kg.);Ta - Ta;630
Jul-25;alimentos y bebidas;jamon cocido Ottonello (1 kg.);Tienda Inglesa;650
Jul-25;alimentos y bebidas;leonesa comun Schneck (1 kg.);Devoto;690
Jul-25;alimentos y bebidas;leonesa comun Schneck (1 kg.);Disco;690
Jul-25;alimentos y bebidas;leonesa comun Schneck (1 kg.);Macro;617,8
Jul-25;alimentos y bebidas;leonesa comun Schneck (1 kg.);Micro Macro;667,2
Jul-25;alimentos y bebidas;leonesa comun Schneck (1 kg.);Red Market;620
Jul-25;alimentos y bebidas;leonesa comun Schneck (1 kg.);Ta - Ta;750
Jul-25;alimentos y bebidas;leonesa comun Schneck (1 kg.);Tienda Inglesa;750
Jul-25;alimentos y bebidas;leonesa de pollo Ottonello (1 kg.);Ta - Ta;460
Jul-25;alimentos y bebidas;manteca sin sal Calcar (envase 200 grs.);Red Expres;72
Jul-25;alimentos y bebidas;manteca sin sal Calcar (envase 200 grs.);Red Market;64
Jul-25;alimentos y bebidas;manteca sin sal Conaprole (envase 200 grs.);Devoto;94
Jul-25;alimentos y bebidas;manteca sin sal Conaprole (envase 200 grs.);Disco;94
Jul-25;alimentos y bebidas;manteca sin sal Conaprole (envase 200 grs.);El Clon;115
Jul-25;alimentos y bebidas;manteca sin sal Conaprole (envase 200 grs.);El Dorado;103
Jul-25;alimentos y bebidas;manteca sin sal Conaprole (envase 200 grs.);Farmashop;122
Jul-25;alimentos y bebidas;manteca sin sal Conaprole (envase 200 grs.);Macro;105,1
Jul-25;alimentos y bebidas;manteca sin sal Conaprole (envase 200 grs.);Micro Macro;113,5
Jul-25;alimentos y bebidas;manteca sin sal Conaprole (envase 200 grs.);Red Expres;109
Jul-25;alimentos y bebidas;manteca sin sal Conaprole (envase 200 grs.);Red Market;110
Jul-25;alimentos y bebidas;manteca sin sal Conaprole (envase 200 grs.);Ta - Ta;102
Jul-25;alimentos y bebidas;manteca sin sal Conaprole (envase 200 grs.);Tienda Inglesa;103
Jul-25;alimentos y bebidas;manteca sin sal Kasdorf (envase 200 grs.);El Clon;105
Jul-25;alimentos y bebidas;manteca sin sal Kasdorf (envase 200 grs.);El Dorado;99,9
Jul-25;alimentos y bebidas;manteca sin sal Kasdorf (envase 200 grs.);Frog;104
Jul-25;alimentos y bebidas;manteca sin sal Kasdorf (envase 200 grs.);Kinko;114
Jul-25;alimentos y bebidas;manteca sin sal Kasdorf (envase 200 grs.);Red Expres;103
Jul-25;alimentos y bebidas;manteca sin sal Kasdorf (envase 200 grs.);Red Market;88
Jul-25;alimentos y bebidas;margarina con sal Adorita (envase 250 grs.);Devoto;50
Jul-25;alimentos y bebidas;margarina con sal Adorita (envase 250 grs.);Disco;57
Jul-25;alimentos y bebidas;margarina con sal Adorita (envase 250 grs.);El Clon;52
Jul-25;alimentos y bebidas;margarina con sal Adorita (envase 250 grs.);El Dorado;59,9
Jul-25;alimentos y bebidas;margarina con sal Adorita (envase 250 grs.);Macro;51,3
Jul-25;alimentos y bebidas;margarina con sal Adorita (envase 250 grs.);Micro Macro;55,4
Jul-25;alimentos y bebidas;margarina con sal Adorita (envase 250 grs.);Red Expres;55
Jul-25;alimentos y bebidas;margarina con sal Adorita (envase 250 grs.);Red Market;54
Jul-25;alimentos y bebidas;margarina con sal Adorita (envase 250 grs.);Ta - Ta;56
Jul-25;alimentos y bebidas;margarina con sal Adorita (envase 250 grs.);Tienda Inglesa;60
Jul-25;alimentos y bebidas;margarina con sal Doriana nueva (envase 250 grs.);Red Expres;75
Jul-25;alimentos y bebidas;margarina con sal Doriana nueva (envase 250 grs.);Red Market;93
Jul-25;alimentos y bebidas;margarina con sal Doriana nueva (envase 250 grs.);Tienda Inglesa;82
Jul-25;alimentos y bebidas;margarina con sal Qualy (envase 250 grs.);Devoto;60
Jul-25;alimentos y bebidas;margarina con sal Qualy (envase 250 grs.);Disco;58
Jul-25;alimentos y bebidas;margarina con sal Qualy (envase 250 grs.);Macro;50,5
Jul-25;alimentos y bebidas;margarina con sal Qualy (envase 250 grs.);Micro Macro;54,5
Jul-25;alimentos y bebidas;margarina con sal Qualy (envase 250 grs.);Red Expres;58
Jul-25;alimentos y bebidas;margarina con sal Qualy (envase 250 grs.);Red Market;52,5
Jul-25;alimentos y bebidas;margarina con sal Qualy (envase 250 grs.);Ta - Ta;58
Jul-25;alimentos y bebidas;margarina con sal Qualy (envase 250 grs.);Tienda Inglesa;62
Jul-25;alimentos y bebidas;mayonesa comun Hellmans (envase 500 grs.);Devoto;142
Jul-25;alimentos y bebidas;mayonesa comun Hellmans (envase 500 grs.);Disco;138
Jul-25;alimentos y bebidas;mayonesa comun Hellmans (envase 500 grs.);El Clon;112
Jul-25;alimentos y bebidas;mayonesa comun Hellmans (envase 500 grs.);El Dorado;112
Jul-25;alimentos y bebidas;mayonesa comun Hellmans (envase 500 grs.);Macro;121
Jul-25;alimentos y bebidas;mayonesa comun Hellmans (envase 500 grs.);Micro Macro;116,5
Jul-25;alimentos y bebidas;mayonesa comun Hellmans (envase 500 grs.);Red Expres;129
Jul-25;alimentos y bebidas;mayonesa comun Hellmans (envase 500 grs.);Red Market;112
Jul-25;alimentos y bebidas;mayonesa comun Hellmans (envase 500 grs.);Ta - Ta;139
Jul-25;alimentos y bebidas;mayonesa comun Hellmans (envase 500 grs.);Tienda Inglesa;155
Jul-25;alimentos y bebidas;mayonesa comun Uruguay (envase 500 grs.);Devoto;89
Jul-25;alimentos y bebidas;mayonesa comun Uruguay (envase 500 grs.);Disco;85
Jul-25;alimentos y bebidas;mayonesa comun Uruguay (envase 500 grs.);El Clon;82
Jul-25;alimentos y bebidas;mayonesa comun Uruguay (envase 500 grs.);El Dorado;100,9
Jul-25;alimentos y bebidas;mayonesa comun Uruguay (envase 500 grs.);Frog;96
Jul-25;alimentos y bebidas;mayonesa comun Uruguay (envase 500 grs.);Macro;104,4
Jul-25;alimentos y bebidas;mayonesa comun Uruguay (envase 500 grs.);Red Expres;96
Jul-25;alimentos y bebidas;mayonesa comun Uruguay (envase 500 grs.);Red Market;95
Jul-25;alimentos y bebidas;mayonesa comun Uruguay (envase 500 grs.);Ta - Ta;95
Jul-25;alimentos y bebidas;mayonesa comun Uruguay (envase 500 grs.);Tienda Inglesa;119
Jul-25;alimentos y bebidas;mermelada de durazno El hogar (envase 500 grs.);El Dorado;89
Jul-25;alimentos y bebidas;mermelada de durazno El hogar (envase 500 grs.);Red Expres;69
Jul-25;alimentos y bebidas;mermelada de durazno El hogar (envase 500 grs.);Red Market;82,5
Jul-25;alimentos y bebidas;mermelada de durazno Los nietitos (envase 500 grs.);Devoto;131
Jul-25;alimentos y bebidas;mermelada de durazno Los nietitos (envase 500 grs.);Disco;126
Jul-25;alimentos y bebidas;mermelada de durazno Los nietitos (envase 500 grs.);El Clon;125
Jul-25;alimentos y bebidas;mermelada de durazno Los nietitos (envase 500 grs.);El Dorado;127
Jul-25;alimentos y bebidas;mermelada de durazno Los nietitos (envase 500 grs.);Frog;126
Jul-25;alimentos y bebidas;mermelada de durazno Los nietitos (envase 500 grs.);Kinko;135
Jul-25;alimentos y bebidas;mermelada de durazno Los nietitos (envase 500 grs.);Macro;121
Jul-25;alimentos y bebidas;mermelada de durazno Los nietitos (envase 500 grs.);Micro Macro;130,7
Jul-25;alimentos y bebidas;mermelada de durazno Los nietitos (envase 500 grs.);Red Expres;125
Jul-25;alimentos y bebidas;mermelada de durazno Los nietitos (envase 500 grs.);Red Market;125
Jul-25;alimentos y bebidas;mermelada de durazno Los nietitos (envase 500 grs.);Ta - Ta;125
Jul-25;alimentos y bebidas;mermelada de durazno Los nietitos (envase 500 grs.);Tienda Inglesa;126
Jul-25;alimentos y bebidas;nalga sin hueso Sin marca (1 kg.);Devoto;359
Jul-25;alimentos y bebidas;nalga sin hueso Sin marca (1 kg.);Disco;349
Jul-25;alimentos y bebidas;nalga sin hueso Sin marca (1 kg.);Red Market;435
Jul-25;alimentos y bebidas;nalga sin hueso Sin marca (1 kg.);Ta - Ta;389
Jul-25;alimentos y bebidas;paleta con hueso Sin marca (1 kg.);Devoto;422
Jul-25;alimentos y bebidas;paleta con hueso Sin marca (1 kg.);Disco;410
Jul-25;alimentos y bebidas;paleta con hueso Sin marca (1 kg.);Macro;417
Jul-25;alimentos y bebidas;paleta con hueso Sin marca (1 kg.);Micro Macro;417
Jul-25;alimentos y bebidas;paleta con hueso Sin marca (1 kg.);Red Market;329
Jul-25;alimentos y bebidas;paleta con hueso Sin marca (1 kg.);Tienda Inglesa;419
Jul-25;alimentos y bebidas;paleta sin hueso Sin marca (1 kg.);Devoto;298
Jul-25;alimentos y bebidas;paleta sin hueso Sin marca (1 kg.);Disco;289
Jul-25;alimentos y bebidas;paleta sin hueso Sin marca (1 kg.);Red Market;324
Jul-25;alimentos y bebidas;paleta sin hueso Sin marca (1 kg.);Ta - Ta;319
Jul-25;alimentos y bebidas;paleta sin hueso Sin marca (1 kg.);Tienda Inglesa;299
Jul-25;alimentos y bebidas;pan de molde Bimbo (paquete 330 grs.);El Dorado;139,9
Jul-25;alimentos y bebidas;pan de molde Bimbo (paquete 330 grs.);Red Expres;128
Jul-25;alimentos y bebidas;pan de molde Bimbo (paquete 330 grs.);Red Market;119
Jul-25;alimentos y bebidas;pan de molde Bimbo (paquete 330 grs.);Ta - Ta;137
Jul-25;alimentos y bebidas;pan de molde Bimbo (paquete 330 grs.);Tienda Inglesa;140
Jul-25;alimentos y bebidas;pan de molde Los sorchantes (paquete 330 grs.);Devoto;119
Jul-25;alimentos y bebidas;pan de molde Los sorchantes (paquete 330 grs.);Disco;119
Jul-25;alimentos y bebidas;pan de molde Los sorchantes (paquete 330 grs.);El Dorado;129,9
Jul-25;alimentos y bebidas;pan de molde Los sorchantes (paquete 330 grs.);Macro;125,7
Jul-25;alimentos y bebidas;pan de molde Los sorchantes (paquete 330 grs.);Micro Macro;135,8
Jul-25;alimentos y bebidas;pan de molde Los sorchantes (paquete 330 grs.);Red Expres;126
Jul-25;alimentos y bebidas;pan de molde Los sorchantes (paquete 330 grs.);Red Market;122
Jul-25;alimentos y bebidas;pan de molde Los sorchantes (paquete 330 grs.);Ta - Ta;120
Jul-25;alimentos y bebidas;pan de molde Los sorchantes (paquete 330 grs.);Tienda Inglesa;136
Jul-25;alimentos y bebidas;pan de molde Pan catalan (paquete 330 grs.);Red Expres;76
Jul-25;alimentos y bebidas;pan de molde Pan catalan (paquete 330 grs.);Red Market;65
Jul-25;alimentos y bebidas;pan de molde Pan catalan (paquete 330 grs.);Tienda Inglesa;76
Jul-25;alimentos y bebidas;pan flauta Sin marca (unidad aprox215 grs.);Devoto;87
Jul-25;alimentos y bebidas;pan flauta Sin marca (unidad aprox215 grs.);Disco;87
Jul-25;alimentos y bebidas;pan flauta Sin marca (unidad aprox215 grs.);Red Market;82
Jul-25;alimentos y bebidas;peceto sin hueso Sin marca (1 kg.);Devoto;489
Jul-25;alimentos y bebidas;peceto sin hueso Sin marca (1 kg.);Disco;475
Jul-25;alimentos y bebidas;peceto sin hueso Sin marca (1 kg.);Macro;539
Jul-25;alimentos y bebidas;peceto sin hueso Sin marca (1 kg.);Micro Macro;539
Jul-25;alimentos y bebidas;peceto sin hueso Sin marca (1 kg.);Red Market;464
Jul-25;alimentos y bebidas;peceto sin hueso Sin marca (1 kg.);Ta - Ta;399
Jul-25;alimentos y bebidas;peceto sin hueso Sin marca (1 kg.);Tienda Inglesa;399
Jul-25;alimentos y bebidas;pescado fresco bifes de merluza Sin marca (1 kg.);Devoto;329
Jul-25;alimentos y bebidas;pescado fresco bifes de merluza Sin marca (1 kg.);Disco;329
Jul-25;alimentos y bebidas;pollo entero con menudos fresco Avicolas del oeste (1 kg.);Devoto;185
Jul-25;alimentos y bebidas;pollo entero con menudos fresco Avicolas del oeste (1 kg.);Disco;185
Jul-25;alimentos y bebidas;pollo entero con menudos fresco Avicolas del oeste (1 kg.);Macro;163,3
Jul-25;alimentos y bebidas;pollo entero con menudos fresco Avicolas del oeste (1 kg.);Micro Macro;163,3
Jul-25;alimentos y bebidas;pollo entero con menudos fresco Avicolas del oeste (1 kg.);Red Market;155
Jul-25;alimentos y bebidas;pollo entero con menudos fresco Avicolas del oeste (1 kg.);Ta - Ta;199
Jul-25;alimentos y bebidas;pollo entero con menudos fresco Avicolas del oeste (1 kg.);Tienda Inglesa;199
Jul-25;alimentos y bebidas;pollo entero con menudos fresco Tres arroyos (1 kg.);Tienda Inglesa;199
Jul-25;alimentos y bebidas;pulpa de tomate concentrada comun Conaprole (envase 1 lt.);Devoto;94
Jul-25;alimentos y bebidas;pulpa de tomate concentrada comun Conaprole (envase 1 lt.);Disco;94
Jul-25;alimentos y bebidas;pulpa de tomate concentrada comun Conaprole (envase 1 lt.);El Clon;99
Jul-25;alimentos y bebidas;pulpa de tomate concentrada comun Conaprole (envase 1 lt.);El Dorado;94
Jul-25;alimentos y bebidas;pulpa de tomate concentrada comun Conaprole (envase 1 lt.);Farmashop;100
Jul-25;alimentos y bebidas;pulpa de tomate concentrada comun Conaprole (envase 1 lt.);Frog;93
Jul-25;alimentos y bebidas;pulpa de tomate concentrada comun Conaprole (envase 1 lt.);Macro;90,8
Jul-25;alimentos y bebidas;pulpa de tomate concentrada comun Conaprole (envase 1 lt.);Micro Macro;98,1
Jul-25;alimentos y bebidas;pulpa de tomate concentrada comun Conaprole (envase 1 lt.);Red Expres;97
Jul-25;alimentos y bebidas;pulpa de tomate concentrada comun Conaprole (envase 1 lt.);Red Market;98
Jul-25;alimentos y bebidas;pulpa de tomate concentrada comun Conaprole (envase 1 lt.);Ta - Ta;95
Jul-25;alimentos y bebidas;pulpa de tomate concentrada comun Conaprole (envase 1 lt.);Tienda Inglesa;105
Jul-25;alimentos y bebidas;pulpa de tomate concentrada comun De ley (envase 1,020 lt.);Devoto;80
Jul-25;alimentos y bebidas;pulpa de tomate concentrada comun De ley (envase 1,020 lt.);Disco;80
Jul-25;alimentos y bebidas;pulpa de tomate concentrada comun De ley (envase 1,020 lt.);El Clon;68
Jul-25;alimentos y bebidas;pulpa de tomate concentrada comun De ley (envase 1,020 lt.);El Dorado;79,9
Jul-25;alimentos y bebidas;pulpa de tomate concentrada comun De ley (envase 1,020 lt.);Frog;75
Jul-25;alimentos y bebidas;pulpa de tomate concentrada comun De ley (envase 1,020 lt.);Macro;72,4
Jul-25;alimentos y bebidas;pulpa de tomate concentrada comun De ley (envase 1,020 lt.);Micro Macro;78,2
Jul-25;alimentos y bebidas;pulpa de tomate concentrada comun De ley (envase 1,020 lt.);Red Expres;71
Jul-25;alimentos y bebidas;pulpa de tomate concentrada comun De ley (envase 1,020 lt.);Red Market;70
Jul-25;alimentos y bebidas;pulpa de tomate concentrada comun De ley (envase 1,020 lt.);Ta - Ta;80
Jul-25;alimentos y bebidas;pulpa de tomate concentrada comun De ley (envase 1,020 lt.);Tienda Inglesa;81
Jul-25;alimentos y bebidas;pulpa de tomate concentrada comun Gourmet (envase 1 lt.);Devoto;102
Jul-25;alimentos y bebidas;pulpa de tomate concentrada comun Gourmet (envase 1 lt.);Disco;102
Jul-25;alimentos y bebidas;pulpa de tomate concentrada comun Gourmet (envase 1 lt.);El Clon;78
Jul-25;alimentos y bebidas;pulpa de tomate concentrada comun Gourmet (envase 1 lt.);El Dorado;109,9
Jul-25;alimentos y bebidas;pulpa de tomate concentrada comun Gourmet (envase 1 lt.);Frog;93
Jul-25;alimentos y bebidas;pulpa de tomate concentrada comun Gourmet (envase 1 lt.);Macro;83,4
Jul-25;alimentos y bebidas;pulpa de tomate concentrada comun Gourmet (envase 1 lt.);Micro Macro;90,1
Jul-25;alimentos y bebidas;pulpa de tomate concentrada comun Gourmet (envase 1 lt.);Red Expres;95
Jul-25;alimentos y bebidas;pulpa de tomate concentrada comun Gourmet (envase 1 lt.);Red Market;83
Jul-25;alimentos y bebidas;pulpa de tomate concentrada comun Gourmet (envase 1 lt.);Ta - Ta;95
Jul-25;alimentos y bebidas;pulpa de tomate concentrada comun Gourmet (envase 1 lt.);Tienda Inglesa;112
Jul-25;alimentos y bebidas;queso rallado Artesano (paquete 80 grs.);Frog;158
Jul-25;alimentos y bebidas;queso rallado Artesano (paquete 80 grs.);Kinko;160
Jul-25;alimentos y bebidas;queso rallado Artesano (paquete 80 grs.);Macro;137,3
Jul-25;alimentos y bebidas;queso rallado Artesano (paquete 80 grs.);Micro Macro;148,3
Jul-25;alimentos y bebidas;queso rallado Artesano (paquete 80 grs.);Red Expres;143
Jul-25;alimentos y bebidas;queso rallado Artesano (paquete 80 grs.);Red Market;132
Jul-25;alimentos y bebidas;queso rallado Artesano (paquete 80 grs.);Ta - Ta;175
Jul-25;alimentos y bebidas;queso rallado Artesano (paquete 80 grs.);Tienda Inglesa;149
Jul-25;alimentos y bebidas;queso rallado Conaprole (paquete 80 grs.);Devoto;132
Jul-25;alimentos y bebidas;queso rallado Conaprole (paquete 80 grs.);Disco;126
Jul-25;alimentos y bebidas;queso rallado Conaprole (paquete 80 grs.);El Clon;99
Jul-25;alimentos y bebidas;queso rallado Conaprole (paquete 80 grs.);El Dorado;124,9
Jul-25;alimentos y bebidas;queso rallado Conaprole (paquete 80 grs.);Frog;118
Jul-25;alimentos y bebidas;queso rallado Conaprole (paquete 80 grs.);Kinko;115
Jul-25;alimentos y bebidas;queso rallado Conaprole (paquete 80 grs.);Macro;102,5
Jul-25;alimentos y bebidas;queso rallado Conaprole (paquete 80 grs.);Micro Macro;110,7
Jul-25;alimentos y bebidas;queso rallado Conaprole (paquete 80 grs.);Red Expres;109
Jul-25;alimentos y bebidas;queso rallado Conaprole (paquete 80 grs.);Red Market;98,5
Jul-25;alimentos y bebidas;queso rallado Conaprole (paquete 80 grs.);Ta - Ta;124
Jul-25;alimentos y bebidas;queso rallado Conaprole (paquete 80 grs.);Tienda Inglesa;130
Jul-25;alimentos y bebidas;queso rallado Milky (paquete 80 grs.);Devoto;120
Jul-25;alimentos y bebidas;queso rallado Milky (paquete 80 grs.);Disco;114
Jul-25;alimentos y bebidas;queso rallado Milky (paquete 80 grs.);Frog;110
Jul-25;alimentos y bebidas;queso rallado Milky (paquete 80 grs.);Red Expres;110
Jul-25;alimentos y bebidas;queso rallado Milky (paquete 80 grs.);Ta - Ta;115
Jul-25;alimentos y bebidas;queso rallado Milky (paquete 80 grs.);Tienda Inglesa;120
Jul-25;alimentos y bebidas;rueda con hueso Sin marca (1 kg);Macro;492
Jul-25;alimentos y bebidas;rueda con hueso Sin marca (1 kg);Micro Macro;492
Jul-25;alimentos y bebidas;sal fina Sek (paquete 500 grs.);Devoto;66
Jul-25;alimentos y bebidas;sal fina Sek (paquete 500 grs.);Disco;64
Jul-25;alimentos y bebidas;sal fina Sek (paquete 500 grs.);El Clon;52
Jul-25;alimentos y bebidas;sal fina Sek (paquete 500 grs.);Macro;56,6
Jul-25;alimentos y bebidas;sal fina Sek (paquete 500 grs.);Micro Macro;61,1
Jul-25;alimentos y bebidas;sal fina Sek (paquete 500 grs.);Red Expres;52
Jul-25;alimentos y bebidas;sal fina Sek (paquete 500 grs.);Red Market;52
Jul-25;alimentos y bebidas;sal fina Sek (paquete 500 grs.);Ta - Ta;64
Jul-25;alimentos y bebidas;sal fina Sek (paquete 500 grs.);Tienda Inglesa;69
Jul-25;alimentos y bebidas;sal fina Torrevieja (paquete 500 grs.);El Dorado;64,9
Jul-25;alimentos y bebidas;sal fina Urusal (paquete 500 grs.);Devoto;60
Jul-25;alimentos y bebidas;sal fina Urusal (paquete 500 grs.);Disco;58
Jul-25;alimentos y bebidas;sal fina Urusal (paquete 500 grs.);Red Expres;53
